,rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,avg_price,revenue
1173,1297,Disney Princess: Magical Jewels,ds,2007,adventure,Disney Interactive Studios,1.15,0.2,0.0,0.12,1.47,12.99,19095300.0
1174,1298,LittleBigPlanet PS Vita,psv,2012,platform,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47,46.26,68002200.0
1175,1299,Xenogears,ps,1998,role-playing,SquareSoft,0.29,0.19,0.89,0.1,1.46,15.92,23243199.999999996
1176,1300,The SpongeBob SquarePants Movie,gba,2004,platform,THQ,1.02,0.38,0.0,0.06,1.46,17.94,26192400.000000004
1177,1301,Tom Clancy's Ghost Recon: Future Soldier,x360,2012,shooter,Ubisoft,0.93,0.4,0.02,0.12,1.46,11.94,17432399.999999996
1178,1302,Battlefield: Bad Company,x360,2008,shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46,11.94,17432399.999999996
1179,1304,Wall-E,ds,2008,platform,THQ,0.46,0.83,0.0,0.17,1.46,12.99,18965400.0
1180,1306,Homefront,x360,2011,shooter,THQ,0.83,0.48,0.02,0.12,1.46,11.94,17432399.999999996
1181,1307,Super Monkey Ball,gc,2001,puzzle,Atari,0.95,0.37,0.1,0.04,1.46,33.64,49114400.0
1182,1308,Donkey Kong,2600,1981,platform,Coleco,1.36,0.08,0.0,0.02,1.46,34.46,50311600.0
1183,1309,Mortal Kombat 4,ps,1998,fighting,GT Interactive,0.81,0.55,0.0,0.1,1.46,15.92,23243199.999999996
1184,1310,Mario Superstar Baseball,gc,2005,sports,Nintendo,0.93,0.24,0.25,0.04,1.46,33.64,49114400.0
1185,1311,Mass Effect 3,ps3,2012,role-playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46,14.67,21418200.0
1186,1312,LEGO Batman 2: DC Super Heroes,wii,2012,action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46,10.18,14862800.0
1187,1313,Medal of Honor: Warfighter,ps3,2012,action,Electronic Arts,0.47,0.65,0.06,0.28,1.46,14.67,21418200.0
1188,1314,WCW vs the World,ps,1998,fighting,THQ,1.17,0.2,0.04,0.05,1.46,15.92,23243199.999999996
1189,1315,SNK vs. Capcom: The Match of the Millennium,psp,2006,fighting,Sega,0.53,0.58,0.0,0.35,1.46,16.18,23622799.999999996
1190,1316,LEGO City Undercover,3ds,2013,platform,Nintendo,0.51,0.75,0.07,0.12,1.46,24.34,35536400.0
1191,1317,Onimusha 3: Demon Siege,ps2,2004,action,Capcom,0.37,0.47,0.54,0.07,1.45,13.45,19502499.999999996
1192,1318,Diablo III,x360,2013,role-playing,Activision,0.89,0.44,0.0,0.12,1.45,11.94,17313000.0
1193,1319,Batman: Arkham Knight,xone,2015,action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45,12.68,18386000.0
1194,1320,BioShock,ps3,2008,shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45,14.67,21271500.0
1195,1321,Red Dead Revolver,ps2,2004,shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,13.45,19502499.999999996
1196,1322,Anno 2070,pc,2011,strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45,13.28,19256000.0
1197,1323,Resident Evil: Outbreak,ps2,2003,action,Capcom,0.54,0.35,0.46,0.1,1.45,13.45,19502499.999999996
1198,1325,Tamagotchi,gb,1996,simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,26.29,38120500.0
1199,1327,Dragon Ball Z,snes,1993,fighting,Namco Bandai Games,0.0,0.0,1.45,0.0,1.45,45.28,65656000.00000001
1200,1328,Game de Hakken!! Tamagotchi 2,gb,1997,simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,26.29,38120500.0
1201,1330,Hasbro Family Game Night,wii,2008,puzzle,Electronic Arts,0.97,0.34,0.0,0.13,1.45,10.18,14761000.0
1202,1331,Dragon Quest Monsters: Joker 2,ds,2010,role-playing,Square Enix,0.11,0.08,1.24,0.02,1.45,12.99,18835500.0
1203,1332,Tony Hawk's American Wasteland (Weekly american sales),ps2,2005,sports,Activision,1.38,0.05,0.0,0.02,1.45,13.45,19502499.999999996
1204,1336,Sonic Rivals,psp,2006,racing,Sega,0.73,0.42,0.0,0.28,1.44,16.18,23299200.0
1205,1337,SimCity (2013),pc,2013,simulation,Electronic Arts,0.48,0.77,0.0,0.19,1.44,13.28,19123199.999999996
1206,1338,Kirby Super Star,snes,1996,platform,Nintendo,0.26,0.07,1.09,0.02,1.44,45.28,65203199.99999999
1207,1339,Far Cry 4,ps3,2014,shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44,14.67,21124800.0
1208,1340,WWE SmackDown vs Raw 2008,x360,2007,fighting,THQ,0.92,0.38,0.0,0.13,1.44,11.94,17193600.0
1209,1341,Kinect Joy Ride,x360,2010,racing,Microsoft Game Studios,0.92,0.4,0.0,0.12,1.44,11.94,17193600.0
1210,1343,Need for Speed Rivals,ps3,2013,racing,Electronic Arts,0.33,0.74,0.05,0.31,1.44,14.67,21124800.0
1211,1344,Tiger Woods PGA Tour 2005,ps2,2004,sports,Electronic Arts,1.03,0.32,0.0,0.09,1.44,13.45,19368000.0
1212,1345,Dead Space 2,ps3,2011,shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44,14.67,21124800.0
1213,1346,NCAA Football 2003,ps2,2002,sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44,13.45,19368000.0
1214,1347,Frogger 2: Swampy's Revenge,ps,1999,action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43,15.92,22765600.0
1215,1348,Disney Infinity,x360,2013,action,Disney Interactive Studios,0.96,0.37,0.0,0.11,1.43,11.94,17074199.999999996
1216,1349,LEGO Indiana Jones 2: The Adventure Continues,wii,2009,action,Activision,0.91,0.39,0.0,0.13,1.43,10.18,14557400.0
1217,1351,Tiger Woods PGA Tour 09 All-Play,wii,2008,sports,Electronic Arts,0.81,0.48,0.0,0.14,1.43,10.18,14557400.0
1218,1352,Disney's DuckTales,gb,1988,platform,Capcom,0.82,0.23,0.35,0.03,1.43,26.29,37594699.99999999
1219,1353,Classic NES Series: Super Mario Bros.,gba,2004,platform,Nintendo,0.0,0.0,1.39,0.03,1.43,17.94,25654200.0
1220,1354,Triple Play 2000,ps,1999,sports,Electronic Arts,0.79,0.54,0.0,0.09,1.43,15.92,22765600.0
1221,1355,Dragon Quest VII: Warriors of Eden,3ds,2013,role-playing,Square Enix,0.07,0.04,1.3,0.01,1.42,24.34,34562799.99999999
1222,1356,Cabela's Big Game Hunter,ps2,2002,sports,Activision,0.7,0.54,0.0,0.18,1.42,13.45,19098999.999999996
1223,1357,UFC Undisputed 2010,ps3,2010,fighting,THQ,0.8,0.41,0.02,0.19,1.42,14.67,20831400.0
1224,1358,NBA Live 06 (Weekly american sales),ps2,2005,sports,Electronic Arts,1.35,0.05,0.0,0.02,1.42,13.45,19098999.999999996
1225,1359,The Legend of Zelda: The Minish Cap,gba,2004,action,Nintendo,0.89,0.22,0.22,0.1,1.42,17.94,25474800.000000004
1226,1360,NFL Street,ps2,2004,sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42,13.45,19098999.999999996
1227,1361,Sonic Generations,x360,2011,platform,Sega,0.71,0.57,0.0,0.14,1.42,11.94,16954800.0
1228,1362,Super Metroid,snes,1994,action,Nintendo,0.57,0.12,0.71,0.02,1.42,45.28,64297600.0
1229,1363,Pro Yakyuu Family Stadium '87,nes,1987,sports,Namco Bandai Games,0.12,0.0,1.3,0.0,1.42,41.56,59015200.0
1230,1364,Dead Space,x360,2008,action,Electronic Arts,0.89,0.4,0.0,0.13,1.42,11.94,16954800.0
1231,1365,Resident Evil (Remake),gc,2002,action,Capcom,0.63,0.38,0.35,0.05,1.42,33.64,47768800.0
1232,1366,Inazuma Eleven 2,ds,2009,role-playing,Nintendo,0.0,0.21,1.18,0.03,1.42,12.99,18445800.0
1233,1367,Tomb Raider (2013),ps4,2014,action,Square Enix,0.47,0.64,0.06,0.25,1.41,22.21,31316100.0
1234,1368,LEGO Star Wars II: The Original Trilogy,psp,2006,action,LucasArts,0.58,0.51,0.0,0.32,1.41,16.18,22813799.999999996
1235,1369,Toy Story 3: The Video Game,wii,2010,action,Disney Interactive Studios,0.64,0.63,0.0,0.14,1.41,10.18,14353800.0
1236,1370,Fight Night Round 4,x360,2009,fighting,Electronic Arts,0.95,0.34,0.0,0.13,1.41,11.94,16835400.0
1237,1371,LEGO Star Wars: The Video Game,gc,2005,action,Eidos Interactive,1.09,0.28,0.0,0.04,1.41,33.64,47432400.0
1238,1372,Injustice: Gods Among Us,x360,2013,fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.41,11.94,16835400.0
1239,1373,Madden NFL 15,ps3,2014,sports,Electronic Arts,1.07,0.15,0.0,0.19,1.41,14.67,20684700.0
1240,1374,Disney's The Lion King,gen,1994,platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,18.96,26733600.0
1241,1375,Ridge Racer,psp,2004,racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41,16.18,22813799.999999996
1242,1376,Metroid: Other M,wii,2010,action,Nintendo,0.87,0.31,0.13,0.1,1.41,10.18,14353800.0
1243,1377,Knockout Kings 2000,ps,1999,fighting,Electronic Arts,1.02,0.34,0.0,0.05,1.41,15.92,22447200.0
1244,1378,Gran Turismo 4 Prologue,ps2,2003,racing,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41,13.45,18964499.999999996
1245,1379,Twisted Metal: Black,ps2,2001,racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41,13.45,18964499.999999996
1246,1380,NASCAR 2005: Chase for the Cup,ps2,2004,racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,13.45,18964499.999999996
1247,1381,Call of Duty: Black Ops,wii,2010,shooter,Activision,0.82,0.47,0.0,0.12,1.4,10.18,14251999.999999998
1248,1382,Spider-Man: The Movie,xb,2002,action,Activision,1.07,0.28,0.0,0.05,1.4,9.99,13985999.999999998
1249,1383,Need For Speed: Undercover,ps2,2008,racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4,13.45,18830000.0
1250,1384,2Xtreme,ps,1996,sports,Sony Computer Entertainment,1.15,0.2,0.0,0.05,1.4,15.92,22288000.0
1251,1385,Far Cry 2,ps3,2008,action,Ubisoft,0.43,0.7,0.01,0.27,1.4,14.67,20538000.0
1252,1386,Sonic Advance 3,gba,2004,platform,THQ,0.74,0.52,0.08,0.06,1.4,17.94,25116000.0
1253,1387,Final Fantasy III,nes,1990,role-playing,SquareSoft,0.0,0.0,1.39,0.01,1.4,41.56,58184000.0
1254,1388,Battlefield 4,pc,2013,shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4,13.28,18592000.0
1255,1389,Colin McRae Rally 3,ps2,2002,racing,Codemasters,0.03,1.05,0.02,0.3,1.4,13.45,18830000.0
1256,1390,Madden NFL 2002,ps,2001,sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,15.92,22128800.0
1257,1391,Doom (2016),ps4,2016,shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39,22.21,30871900.0
1258,1392,Final Fantasy XII: Revenant Wings,ds,2007,role-playing,Square Enix,0.34,0.42,0.54,0.1,1.39,12.99,18056100.0
1259,1393,Bakugan: Battle Brawlers,ds,2009,action,Activision,1.27,0.02,0.0,0.09,1.39,12.99,18056100.0
1260,1394,Deus Ex: Human Revolution,ps3,2011,shooter,Square Enix,0.5,0.6,0.07,0.23,1.39,14.67,20391299.999999996
1261,1395,NBA Jam,snes,1994,sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39,45.28,62939200.0
1262,1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,nes,1991,action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39,41.56,57768400.0
1263,1397,Dynasty Warriors 5,ps2,2005,action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,13.45,18695500.0
1264,1398,Hannah Montana: Spotlight World Tour,wii,2007,action,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.39,10.18,14150199.999999998
1265,1399,WWE '13,ps3,2012,action,THQ,0.51,0.62,0.0,0.26,1.39,14.67,20391299.999999996
1266,1400,Deus Ex: Human Revolution,x360,2011,shooter,Square Enix,0.76,0.48,0.02,0.12,1.39,11.94,16596599.999999998
1267,1401,True Crime: Streets of LA,xb,2003,action,Activision,0.96,0.37,0.0,0.05,1.38,9.99,13786200.0
1268,1402,The Sims 2,psp,2005,simulation,Electronic Arts,0.49,0.56,0.0,0.33,1.38,16.18,22328400.0
1269,1403,Paper Mario,n64,2000,role-playing,Nintendo,0.58,0.18,0.59,0.02,1.38,32.69,45112199.99999999
1270,1404,Bravely Default: Flying Fairy,3ds,2012,role-playing,Nintendo,0.5,0.32,0.49,0.07,1.38,24.34,33589200.0
1271,1405,Titanfall,x360,2014,shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38,11.94,16477199.999999996
1272,1406,Duke Nukem: Time to Kill,ps,1998,shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.38,15.92,21969600.0
1273,1407,Persona 4: Golden,psv,2012,role-playing,Atlus,0.46,0.34,0.38,0.21,1.38,46.26,63838799.99999999
1274,1408,Dead Rising 2,ps3,2010,action,Capcom,0.43,0.57,0.15,0.22,1.38,14.67,20244600.0
1275,1410,Disney Princess: Enchanted Journey,wii,2007,adventure,Disney Interactive Studios,1.24,0.04,0.0,0.09,1.38,10.18,14048400.0
1276,1411,Gardening Mama,ds,2009,puzzle,505 Games,0.8,0.43,0.01,0.13,1.38,12.99,17926199.999999996
1277,1412,Dave Mirra Freestyle BMX 2,ps2,2001,sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38,13.45,18560999.999999996
1278,1413,Need for Speed: The Run,x360,2011,action,Electronic Arts,0.63,0.58,0.0,0.15,1.38,11.94,16477199.999999996
1279,1414,LEGO Indiana Jones: The Original Adventures,ps2,2008,action,LucasArts,0.6,0.01,0.0,0.76,1.37,13.45,18426500.0
1280,1415,Assassin's Creed: Rogue,ps3,2014,action,Ubisoft,0.46,0.62,0.06,0.23,1.37,14.67,20097900.000000004
1281,1416,Ridge Racer 7,ps3,2006,racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.37,14.67,20097900.000000004
1282,1418,Forza Horizon 2,xone,2014,racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37,12.68,17371600.0
1283,1419,MotorStorm: Pacific Rift,ps3,2008,racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37,14.67,20097900.000000004
1284,1420,Sonic Colors,ds,2010,platform,Sega,0.74,0.5,0.01,0.13,1.37,12.99,17796300.000000004
1285,1421,Star Wars Knights of the Old Republic II: The Sith Lords,xb,2004,role-playing,Activision,0.99,0.33,0.0,0.05,1.37,9.99,13686300.000000002
1286,1422,LEGO Harry Potter: Years 1-4,ps3,2010,action,Warner Bros. Interactive Entertainment,0.55,0.6,0.0,0.22,1.37,14.67,20097900.000000004
1287,1423,Pocket Monsters Stadium,n64,1998,strategy,Nintendo,0.0,0.0,1.37,0.0,1.37,32.69,44785300.0
1288,1424,NBA 2K15,ps3,2014,sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36,14.67,19951200.0
1289,1425,Tom Clancy's Ghost Recon 2,xb,2004,shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,9.99,13586400.000000002
1290,1426,Crash Bandicoot 2: N-Tranced,gba,2003,platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,17.94,24398400.000000004
1291,1427,Burnout Paradise,x360,2008,racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36,11.94,16238400.000000002
1292,1429,Gradius,nes,1986,shooter,Konami Digital Entertainment,0.27,0.08,1.0,0.01,1.36,41.56,56521600.00000001
1293,1430,Dragon Quest III: Soshite Densetsu e...,snes,1996,role-playing,Enix Corporation,0.0,0.0,1.36,0.0,1.36,45.28,61580800.0
1294,1431,Centipede,2600,1981,shooter,Atari,1.26,0.08,0.0,0.01,1.36,34.46,46865600.00000001
1295,1432,Yoshi's New Island,3ds,2014,platform,Nintendo,0.47,0.51,0.28,0.09,1.36,24.34,33102400.000000004
1296,1433,Ryse: Son of Rome,xone,2013,action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.36,12.68,17244800.0
1297,1434,Dead to Rights,ps2,2002,shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,13.45,18292000.0
1298,1436,Marvel vs. Capcom 3: Fate of Two Worlds,ps3,2011,fighting,Capcom,0.81,0.29,0.11,0.14,1.35,14.67,19804500.0
1299,1437,Dance Dance Revolution (Japan),ps,1999,simulation,Konami Digital Entertainment,0.0,0.0,1.26,0.09,1.35,15.92,21492000.0
1300,1438,F1 2010,ps3,2010,racing,Codemasters,0.25,0.76,0.08,0.27,1.35,14.67,19804500.0
1301,1439,Madden NFL 98,ps,1997,sports,Electronic Arts,1.29,0.03,0.0,0.03,1.35,15.92,21492000.0
1302,1440,FIFA Soccer 09,psp,2008,sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,16.18,21843000.0
1303,1442,FIFA Soccer 08,psp,2007,sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,16.18,21843000.0
1304,1443,Grand Theft Auto: Chinatown Wars,ds,2009,action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35,12.99,17536500.0
1305,1444,Alan Wake,x360,2010,action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,11.94,16119000.0
1306,1445,Battlefield: Bad Company,ps3,2008,shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35,14.67,19804500.0
1307,1446,Mortal Kombat X,xone,2015,fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35,12.68,17118000.000000004
1308,1447,Samurai Warriors,ps2,2004,action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,13.45,18157500.0
1309,1448,The Simpsons: Hit & Run,xb,2003,racing,Vivendi Games,0.7,0.58,0.0,0.07,1.35,9.99,13486500.000000002
1310,1449,Devil May Cry 4,x360,2008,action,Capcom,0.79,0.34,0.08,0.13,1.35,11.94,16119000.0
1311,1450,Tom Clancy's Rainbow Six: Vegas 2,ps3,2008,shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35,14.67,19804500.0
1312,1451,Monster Hunter Freedom,psp,2005,role-playing,Capcom,0.24,0.04,1.03,0.04,1.35,16.18,21843000.0
1313,1452,Crysis 2,x360,2011,action,Electronic Arts,0.7,0.5,0.02,0.12,1.35,11.94,16119000.0
1314,1453,SaGa Frontier,ps,1997,role-playing,SquareSoft,0.15,0.04,1.07,0.09,1.35,15.92,21492000.0
1315,1455,FIFA Soccer 08,x360,2007,sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,11.94,16119000.0
1316,1456,The ICO & Shadow of the Colossus Collection,ps3,2011,adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.35,14.67,19804500.0
1317,1457,Test Drive,ps2,2002,racing,Atari,0.95,0.21,0.01,0.18,1.34,13.45,18023000.0
1318,1458,Mario & Luigi: Partners in Time,ds,2005,role-playing,Nintendo,0.77,0.07,0.43,0.08,1.34,12.99,17406600.0
1319,1459,Lost Planet: Extreme Condition,x360,2006,shooter,Capcom,1.09,0.04,0.1,0.11,1.34,11.94,15999600.000000002
1320,1460,Mortal Kombat 3,gen,1994,fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34,18.96,25406400.0
1321,1461,Doom 3,xb,2005,shooter,Activision,0.85,0.43,0.0,0.06,1.34,9.99,13386600.000000002
1322,1462,Donkey Kong Jungle Beat,gc,2004,platform,Nintendo,0.84,0.22,0.24,0.04,1.34,33.64,45077600.00000001
1323,1463,Need for Speed Carbon,ps2,2006,racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,13.45,18023000.0
1324,1464,Max Payne 2: The Fall of Max Payne,ps2,2003,shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,13.45,18023000.0
1325,1465,Command & Conquer: Red Alert 2,pc,2000,strategy,Electronic Arts,1.32,0.02,0.0,0.0,1.34,13.28,17795200.0
1326,1466,MVP Baseball 2004,ps2,2004,sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34,13.45,18023000.0
1327,1467,WWE SmackDown vs Raw 2008,ps3,2007,fighting,THQ,0.62,0.5,0.01,0.21,1.33,14.67,19511100.000000004
1328,1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),ps2,2004,platform,Sony Computer Entertainment,1.27,0.05,0.0,0.02,1.33,13.45,17888500.0
1329,1469,Your Shape: Fitness Evolved,x360,2010,sports,Ubisoft,0.79,0.42,0.0,0.11,1.33,11.94,15880200.0
1330,1470,Rage,ps3,2011,shooter,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33,14.67,19511100.000000004
1331,1471,Skylanders SWAP Force,x360,2013,platform,Activision,0.86,0.36,0.0,0.11,1.33,11.94,15880200.0
1332,1472,NBA 2K14,ps4,2013,sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33,22.21,29539300.000000004
1333,1473,Spider-Man: The Movie,gba,2002,action,Activision,0.92,0.35,0.01,0.05,1.33,17.94,23860200.000000004
1334,1474,WWF War Zone,n64,1998,fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.33,32.69,43477700.0
1335,1475,Tony Hawk's Pro Skater,gb,2000,sports,Activision,0.9,0.38,0.01,0.05,1.33,26.29,34965700.0
1336,1476,The Sims: Bustin' Out,gba,2003,simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33,17.94,23860200.000000004
1337,1477,Triple Play 2001,ps,2000,sports,Electronic Arts,0.74,0.5,0.0,0.09,1.33,15.92,21173600.0
1338,1478,Metroid Prime 2: Echoes,gc,2004,shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,33.64,44741200.00000001
1339,1479,UFC Undisputed 2010,x360,2010,fighting,THQ,0.9,0.31,0.0,0.11,1.33,11.94,15880200.0
1340,1480,Final Fantasy X / X-2 HD Remaster,ps3,2013,role-playing,Square Enix,0.43,0.4,0.32,0.18,1.33,14.67,19511100.000000004
1341,1481,Corvette,ps2,2004,racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,13.45,17888500.0
1342,1482,Petz Wild Animals: Dolphinz,ds,2007,simulation,Ubisoft,0.71,0.48,0.0,0.13,1.33,12.99,17276700.0
1343,1483,Pokemon Ranger: Guardian Signs,ds,2010,role-playing,Nintendo,0.51,0.17,0.58,0.06,1.33,12.99,17276700.0
1344,1484,Middle-Earth: Shadow of Mordor,xone,2014,action,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.1,1.32,12.68,16737600.0
1345,1485,Need for Speed Underground Rivals,psp,2005,racing,Electronic Arts,0.69,0.38,0.02,0.24,1.32,16.18,21357600.0
1346,1486,LEGO Batman: The Videogame,ps3,2008,action,Warner Bros. Interactive Entertainment,0.72,0.42,0.0,0.19,1.32,14.67,19364400.0
1347,1487,Dark Souls II,ps3,2014,role-playing,Namco Bandai Games,0.4,0.36,0.4,0.17,1.32,14.67,19364400.0
1348,1488,World of Warcraft: Wrath of the Lich King,pc,2008,role-playing,Activision,0.01,0.13,0.0,1.18,1.32,13.28,17529600.0
1349,1489,Kingdom Hearts II,ps3,2014,role-playing,Square Enix,0.52,0.43,0.18,0.19,1.32,14.67,19364400.0
1350,1490,The LEGO Movie Videogame,x360,2014,action,Warner Bros. Interactive Entertainment,0.69,0.52,0.0,0.11,1.32,11.94,15760800.0
1351,1491,TOCA 2: Touring Cars,ps,1998,racing,Codemasters,0.03,1.16,0.02,0.11,1.32,15.92,21014400.000000004
1352,1492,Gyromite,nes,1985,puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32,41.56,54859200.00000001
1353,1493,NFL 2K3,ps2,2002,sports,Atari,1.06,0.08,0.0,0.18,1.32,13.45,17754000.0
1354,1494,Fighting Force,ps,1997,fighting,Eidos Interactive,0.73,0.5,0.0,0.09,1.32,15.92,21014400.000000004
1355,1495,Mega Man Battle Network 4: Red Sun / Blue Moon,gba,2003,role-playing,Capcom,0.31,0.04,0.96,0.01,1.32,17.94,23680800.0
1356,1496,MAG: Massive Action Game,ps3,2010,shooter,Sony Computer Entertainment,0.77,0.3,0.09,0.16,1.32,14.67,19364400.0
1357,1497,Madden NFL 97,ps,1996,sports,Electronic Arts,0.73,0.5,0.0,0.09,1.32,15.92,21014400.000000004
1358,1498,Cars 2,ds,2011,racing,Disney Interactive Studios,0.72,0.44,0.04,0.12,1.32,12.99,17146800.000000004
1359,1499,Skylanders Giants,x360,2012,action,Activision,0.75,0.45,0.0,0.11,1.32,11.94,15760800.0
1360,1501,TNN Motor Sports Hardcore 4x4,ps,1996,racing,ASC Games,0.73,0.5,0.0,0.09,1.31,15.92,20855200.0
1361,1502,IHRA Drag Racing 2,ps2,2002,racing,Bethesda Softworks,0.64,0.5,0.0,0.17,1.31,13.45,17619500.0
1362,1504,Tekken 6,x360,2009,fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31,11.94,15641400.0
1363,1505,[Prototype],x360,2009,action,Activision,0.84,0.35,0.0,0.12,1.31,11.94,15641400.0
1364,1507,Madagascar,ps2,2005,platform,Activision,0.78,0.45,0.0,0.07,1.31,13.45,17619500.0
1365,1508,Rugrats Studio Tour,ps,1999,adventure,THQ,0.57,0.67,0.0,0.07,1.31,15.92,20855200.0
1366,1509,LEGO Battles,ds,2009,strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0.0,0.12,1.31,12.99,17016900.0
1367,1510,Pitfall II: Lost Caverns,2600,1983,platform,Activision,1.22,0.07,0.0,0.02,1.31,34.46,45142600.0
1368,1511,Turok: Evolution,ps2,2002,shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31,13.45,17619500.0
1369,1513,Gold's Gym: Cardio Workout,wii,2008,sports,Ubisoft,1.11,0.04,0.06,0.09,1.31,10.18,13335800.0
1370,1514,Burnout 3: Takedown,xb,2004,racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31,9.99,13086900.0
1371,1516,Yu-Gi-Oh! The Sacred Cards,gba,2002,role-playing,Konami Digital Entertainment,0.94,0.35,0.0,0.02,1.3,17.94,23322000.000000004
1372,1517,Crysis 2,ps3,2011,action,Electronic Arts,0.45,0.57,0.06,0.21,1.3,14.67,19071000.0
1373,1518,NBA Live 07,ps2,2006,sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,13.45,17485000.0
1374,1519,Saints Row IV,ps3,2013,action,Deep Silver,0.56,0.44,0.09,0.21,1.3,14.67,19071000.0
1375,1521,EA Playground,wii,2007,sports,Electronic Arts,0.69,0.48,0.0,0.13,1.3,10.18,13234000.0
1376,1522,Test Drive 5,ps,1997,racing,Accolade,1.05,0.2,0.0,0.05,1.3,15.92,20696000.0
1377,1523,Romancing SaGa 3,snes,1995,role-playing,SquareSoft,0.0,0.0,1.29,0.01,1.3,45.28,58864000.00000001
1378,1524,EA Sports Active 2,wii,2010,sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3,10.18,13234000.0
1379,1525,Digimon World,ps,1999,role-playing,Namco Bandai Games,0.56,0.38,0.28,0.08,1.3,15.92,20696000.0
1380,1526,Rise of the Tomb Raider,xone,2015,adventure,Square Enix,0.53,0.64,0.02,0.1,1.3,12.68,16484000.000000002
1381,1527,Need for Speed Carbon,wii,2006,racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29,10.18,13132200.0
1382,1528,Yoshi's Woolly World,wiiu,2015,platform,Nintendo,0.61,0.47,0.11,0.1,1.29,19.59,25271100.0
